Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"2,219",Vengeance Is Mine,"$11,891","$11,891",100%,-,-
"2,220",Il sera une fois...,"$11,783",-,-,"$11,783",100%
"2,221",Blockade,"$11,750","$11,750",100%,-,-
"2,222",Summer Storm 2007 Re-release,"$11,726",-,-,"$11,726",100%
"2,223",Il Sorriso dell'ultima notte,"$11,683",-,-,"$11,683",100%
"2,224",Angels in the Dust,"$11,606","$11,606",100%,-,-
"2,225",Wolfsbergen,"$11,580",-,-,"$11,580",100%
"2,226",Luther 2007 Re-release,"$11,570",-,-,"$11,570",100%
"2,227",East of Havana,"$11,550","$11,550",100%,-,-
"2,228",Whole New Thing,"$11,445","$11,445",100%,-,-
"2,229",The Killing of a Chinese Bookie,"$11,406",-,-,"$11,406",100%
"2,230",Rosario Tijeras 2007 Re-release,"$11,402",-,-,"$11,402",100%
"2,231",Strafsache 4 Ks 2/63 - Auschwitz vor dem Frankfurter Schwurgericht,"$11,396","$11,396",100%,-,-
"2,232",Departing Osaka Station at 0:00,"$11,335",-,-,"$11,335",100%
"2,233",Fat Girls,"$11,204","$11,204",100%,-,-
"2,234",Awakening,"$11,090",-,-,"$11,090",100%
"2,235",The Colonel,"$11,069",-,-,"$11,069",100%
"2,236",Traders' Dreams - Eine Reise in die Ebay-Welt,"$11,060",-,-,"$11,060",100%
"2,237",Election 2007 Re-release,"$11,058",-,-,"$11,058",100%
"2,238",Snuttefilm,"$11,029",-,-,"$11,029",100%
"2,239",The Transformers: The Movie 2007 Re-release,"$10,954",-,-,"$10,954",100%
"2,240",Prodigy,"$10,921",-,-,"$10,921",100%
"2,241",The Unknown Soldier,"$10,907","$9,602",88%,"$1,305",12%
"2,242",Rendez-vous,"$10,895",-,-,"$10,895",100%
"2,243",NoBody's Perfect,"$10,838",-,-,"$10,838",100%
"2,244",The Masseur,"$10,800",-,-,"$10,800",100%
"2,245",Freshman Orientation,"$10,718","$10,718",100%,-,-
"2,246",Unholy Women,"$10,638",-,-,"$10,638",100%
"2,247",Splinter,"$10,497","$10,497",100%,-,-
"2,248",Le blues de l'Orient,"$10,426",-,-,"$10,426",100%
"2,249",Sabari,"$10,412",-,-,"$10,412",100%
"2,250",Koodal Nagar,"$10,348",-,-,"$10,348",100%
"2,251",No Island: The Palmers Kidnapping of 1977,"$10,259",-,-,"$10,259",100%
"2,252",Alayya el Tarab Biltalata,"$10,245",-,-,"$10,245",100%
"2,253",Steel City,"$10,227","$10,227",100%,-,-
"2,254",Allegro,"$10,208","$7,404",72.5%,"$2,804",27.5%
"2,255",Churchill: The Hollywood Years 2007 Re-release,"$10,134",-,-,"$10,134",100%
"2,256",Stealth,"$10,122",-,-,"$10,122",100%
"2,257",Choking Man,"$10,053","$5,474",54.5%,"$4,579",45.5%
"2,258",American Gun 2007 Re-release,"$10,040",-,-,"$10,040",100%
"2,259",Dol (First Birthday),"$10,024",-,-,"$10,024",100%
"2,260",Shadows of Time,"$9,993",-,-,"$9,993",100%
"2,261",Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,"$9,975","$8,939",89.6%,"$1,036",10.4%
"2,262",Yantra,"$9,946",-,-,"$9,946",100%
"2,263",Land of the Blind 2007 Re-release,"$9,936",-,-,"$9,936",100%
"2,264",Nina's Heavenly Delights 2007 Re-release,"$9,936","$9,936",100%,-,-
"2,265",If I Didn't Care,"$9,902","$9,902",100%,-,-
"2,266",The Mark of Cain,"$9,877",-,-,"$9,877",100%
"2,267",Aching Heart,"$9,861",-,-,"$9,861",100%
"2,268",The All Together,"$9,792",-,-,"$9,792",100%
"2,269",50 Lakh,"$9,791",-,-,"$9,791",100%
"2,270",Something to Cheer About,"$9,777","$9,777",100%,-,-
"2,271",Someone Else,"$9,769",-,-,"$9,769",100%
"2,272","Suddenly, Last Summer 2007 Re-release","$9,749",-,-,"$9,749",100%
"2,273",Snipers Valley,"$9,730",-,-,"$9,730",100%
"2,274",Weirdsville,"$9,700","$8,161",84.1%,"$1,539",15.9%
"2,275",Athma,"$9,672",-,-,"$9,672",100%
"2,276",Querida Bamako,"$9,628",-,-,"$9,628",100%
"2,277",29 February 2007 Re-release,"$9,579",-,-,"$9,579",100%
"2,278","Mestre Bimba, a Capoeira Iluminada","$9,564",-,-,"$9,564",100%
"2,279",Electroma,"$9,540",-,-,"$9,540",100%
"2,280",Betizu Eta Urrezko Zintzarria,"$9,525",-,-,"$9,525",100%
"2,281",Der Unbequeme - Der Dichter Günter Grass,"$9,465",-,-,"$9,465",100%
"2,282",The Sasquatch Gang,"$9,458","$9,458",100%,-,-
"2,283",Le vaisseau fantôme,"$9,383",-,-,"$9,383",100%
"2,284",Citizen Dog 2007 Re-release,"$9,367",-,-,"$9,367",100%
"2,285",Temptation of Eve: Angel,"$9,325",-,-,"$9,325",100%
"2,286",Guantanamero,"$9,252",-,-,"$9,252",100%
"2,287",Al Mashhad Al Akhir,"$9,221",-,-,"$9,221",100%
"2,288",Fishtales,"$9,216",-,-,"$9,216",100%
"2,289",His Voice,"$9,151",-,-,"$9,151",100%
"2,290",Hacer patria,"$9,149",-,-,"$9,149",100%
"2,291",Yesterday 2007 Re-release,"$9,106",-,-,"$9,106",100%
"2,292",The Matador 2007 Re-release,"$9,037",-,-,"$9,037",100%
"2,293",Nafaka,"$8,998",-,-,"$8,998",100%
"2,294",In Between Days 2007 Re-release,"$8,993",-,-,"$8,993",100%
"2,295",Happy Endings 2007 Re-release,"$8,918",-,-,"$8,918",100%
"2,296",Welcome to São Paulo,"$8,895",-,-,"$8,895",100%
"2,297",Strike,"$8,872","$8,872",100%,-,-
"2,298",Control X,"$8,865",-,-,"$8,865",100%
"2,299",Love My Life,"$8,832",-,-,"$8,832",100%
"2,300",Out of the Blue 2007 Re-release,"$8,826","$1,477",16.7%,"$7,349",83.3%
"2,301",Pura sangre,"$8,825",-,-,"$8,825",100%
"2,302",El infinito sin estrellas,"$8,774",-,-,"$8,774",100%
"2,303",Yanlis zaman yolculari,"$8,771",-,-,"$8,771",100%
"2,304",Closing Escrow,"$8,719","$8,719",100%,-,-
"2,305",A Cheerful Gang Turns the Earth 2007 Re-release,"$8,637",-,-,"$8,637",100%
"2,306",On Each Side,"$8,615",-,-,"$8,615",100%
"2,307",G.I. Jesus,"$8,593","$8,593",100%,-,-
"2,308",Wahed Cappuccino,"$8,468",-,-,"$8,468",100%
"2,309",Salvador Allende 2007 Re-release,"$8,454","$8,454",100%,-,-
"2,310",Goodbye Momo,"$8,453","$8,453",100%,-,-
"2,311",Monkeys in Winter,"$8,444",-,-,"$8,444",100%
"2,312",Rascals on the Road,"$8,426",-,-,"$8,426",100%
"2,313",The Umbrellas of Cherbourg 2007 Re-release,"$8,402",-,-,"$8,402",100%
"2,314",Roberto Devereux,"$8,393",-,-,"$8,393",100%
"2,315",Los próximos pasados,"$8,383",-,-,"$8,383",100%
"2,316",Yesterday Once More 2007 Re-release,"$8,368",-,-,"$8,368",100%
"2,317",Marie and Bruce,"$8,349",-,-,"$8,349",100%
"2,318",Karger,"$8,331",-,-,"$8,331",100%
"2,319",Udon 2007 Re-release,"$8,212",-,-,"$8,212",100%
"2,320",O Longo Amanhacer,"$8,185",-,-,"$8,185",100%
"2,321",Four Horror Tales - Hidden Floor 2007 Re-release,"$8,067",-,-,"$8,067",100%
"2,322",The Great Raid 2007 Re-release,"$8,064",-,-,"$8,064",100%
"2,323",The Iron Man,"$8,025","$8,025",100%,-,-
"2,324",La otra conquista 2007 Re-release,"$8,000","$8,000",100%,-,-
"2,325",Mysterious Skin 2007 Re-release,"$7,966",-,-,"$7,966",100%
"2,326",Veeraapu,"$7,930",-,-,"$7,930",100%
"2,327",Min Nazrati Ainen 2007 Re-release,"$7,817",-,-,"$7,817",100%
"2,328",Noriko's Dinner Table,"$7,810",-,-,"$7,810",100%
"2,329",Wine and Kisses,"$7,800",-,-,"$7,800",100%
"2,330",PQD,"$7,773",-,-,"$7,773",100%
"2,331",¿Qué tienes debajo del sombrero?,"$7,696",-,-,"$7,696",100%
"2,332",Fritz Lang in America,"$7,623",-,-,"$7,623",100%
"2,333",Heavenly Path,"$7,611",-,-,"$7,611",100%
"2,334",Eraserhead,"$7,589",-,-,"$7,589",100%
"2,335",El calentito 2007 Re-release,"$7,559",-,-,"$7,559",100%
"2,336",Free Jimmy 2007 Re-release,"$7,548",-,-,"$7,548",100%
"2,337",Disappearances,"$7,506","$7,506",100%,-,-
"2,338",The 2 Sides of the Bed 2007 Re-release,"$7,429",-,-,"$7,429",100%
"2,339",Les pel·lícules del meu pare,"$7,317",-,-,"$7,317",100%
"2,340",Casting About,"$7,279","$7,279",100%,-,-
"2,341",Caribe,"$7,276",-,-,"$7,276",100%
"2,342",Leben mit Hannah,"$7,256",-,-,"$7,256",100%
"2,343",Èerné vánoce,"$7,226",-,-,"$7,226",100%
"2,344",Who's Camus Anyway,"$7,171",-,-,"$7,171",100%
"2,345",3055 Jean Leon,"$7,153",-,-,"$7,153",100%
"2,346",Vacationland,"$7,096",-,-,"$7,096",100%
"2,347",Quantum Hoops,"$7,075","$7,075",100%,-,-
"2,348",Vnuk Gagarina,"$7,066",-,-,"$7,066",100%
"2,349",Highlander: The Search for Vengeance,"$7,017",-,-,"$7,017",100%
"2,350",Swallows Have Arrived,"$6,987",-,-,"$6,987",100%
"2,351",The Camden 28,"$6,983","$6,983",100%,-,-
"2,352",The Wild Blue Yonder,"$6,970",-,-,"$6,970",100%
"2,353",Das Ministerium für Staatssicherheit - Alltag einer Behörde,"$6,953",-,-,"$6,953",100%
"2,354",L'auberge rouge 2007 Re-release,"$6,949",-,-,"$6,949",100%
"2,355",Black Irish,"$6,900","$6,900",100%,-,-
"2,356",Red Ants,"$6,881",-,-,"$6,881",100%
"2,357","Sayonara, Kuro 2007 Re-release","$6,834",-,-,"$6,834",100%
"2,358",Farce of the Penguins,"$6,832",-,-,"$6,832",100%
"2,359",Requiem for Billy the Kid,"$6,807",-,-,"$6,807",100%
"2,360",Operation Homecoming: Writing the Wartime Experience,"$6,795","$6,795",100%,-,-
"2,361",Change,"$6,793",-,-,"$6,793",100%
"2,362",Skid Row,"$6,627","$6,627",100%,-,-
"2,363",All Under the Moon,"$6,616",-,-,"$6,616",100%
"2,364",When She Jumped,"$6,541",-,-,"$6,541",100%
"2,365",Children of the Prophet,"$6,507",-,-,"$6,507",100%
"2,366",Ten 'til Noon,"$6,404","$6,404",100%,-,-
"2,367",The Feast of the Goat 2007 Re-release,"$6,396",-,-,"$6,396",100%
"2,368",Fantastic Parasuicides,"$6,345",-,-,"$6,345",100%
"2,369",The Metropolitan Opera Presents: Ariadne auf Naxos,"$6,283",-,-,"$6,283",100%
"2,370",The Sea Wolf,"$6,192",-,-,"$6,192",100%
"2,371",Leak,"$6,100",-,-,"$6,100",100%
"2,372",Dr. Pasupathy,"$6,100",-,-,"$6,100",100%
"2,373",Tides,"$6,093",-,-,"$6,093",100%
"2,374",Badai Pasti Berlalu,"$6,027",-,-,"$6,027",100%
"2,375",Autumn Tale 2007 Re-release,"$5,971",-,-,"$5,971",100%
"2,376",Îngerul necesar,"$5,960",-,-,"$5,960",100%
"2,377",I guappi,"$5,960",-,-,"$5,960",100%
"2,378",Soaring,"$5,949",-,-,"$5,949",100%
"2,379",De vliegende Hollander,"$5,917",-,-,"$5,917",100%
"2,380",Angela 2007 Re-release,"$5,867",-,-,"$5,867",100%
"2,381",Texture of Skin,"$5,867",-,-,"$5,867",100%
"2,382",Scandalous 2007 Re-release,"$5,830",-,-,"$5,830",100%
"2,383",Still Life,"$5,714",-,-,"$5,714",100%
"2,384",Mr. Blue Sky,"$5,713","$5,713",100%,-,-
"2,385",3 Kim,"$5,678",-,-,"$5,678",100%
"2,386",Prater,"$5,666",-,-,"$5,666",100%
"2,387",Fired!,"$5,661","$5,661",100%,-,-
"2,388",Thavam,"$5,598",-,-,"$5,598",100%
"2,389",Love Ghost,"$5,578",-,-,"$5,578",100%
"2,390",Funny Ha Ha 2007 Re-release,"$5,550",-,-,"$5,550",100%
"2,391",Camping sauvage 2007 Re-release,"$5,514",-,-,"$5,514",100%
"2,392",Invisible Waves 2007 Re-release,"$5,504",-,-,"$5,504",100%
"2,393",Race You to the Bottom,"$5,468","$5,468",100%,-,-
"2,394",Fratricide,"$5,428","$5,428",100%,-,-
"2,395",Surfin' Torino,"$5,392",-,-,"$5,392",100%
"2,396",Hatsujô kateikyôshi: Sensei no aijiru,"$5,383","$5,383",100%,-,-
"2,397",Zuruck z.e. unbekannten anfang,"$5,366",-,-,"$5,366",100%
"2,398",Rock the Bells,"$5,347","$5,347",100%,-,-
"2,399",The Reject,"$5,305",-,-,"$5,305",100%
"2,400",Forget You Not 2007 Re-release,"$5,295",-,-,"$5,295",100%
"2,401",M,"$5,279",-,-,"$5,279",100%
"2,402",A Shark,"$5,223",-,-,"$5,223",100%
"2,403",Ammuvagiya Naan,"$5,177",-,-,"$5,177",100%
"2,404",Logodnicii din America,"$5,154",-,-,"$5,154",100%
"2,405",Nothing Personal,"$5,112",-,-,"$5,112",100%
"2,406",Flower in the Pocket,"$5,109",-,-,"$5,109",100%
"2,407",Metal: A Headbanger's Journey,"$5,095",-,-,"$5,095",100%
"2,408",Président 2007 Re-release,"$5,078",-,-,"$5,078",100%
"2,409",Wings of Honneamise 2007 Re-release,"$5,062",-,-,"$5,062",100%
"2,410",Fotografías,"$5,004",-,-,"$5,004",100%
"2,411",Four Horror Tales - Dark Forest,"$4,959",-,-,"$4,959",100%
"2,412",Thottal Poo Malarum,"$4,957",-,-,"$4,957",100%
"2,413",Wild Style,"$4,948",-,-,"$4,948",100%
"2,414",Everything's Cool,"$4,890","$4,890",100%,-,-
"2,415",Kiss Me Deadly 2007 Re-release,"$4,871",-,-,"$4,871",100%
"2,416",Person,"$4,829",-,-,"$4,829",100%
"2,417",The End of Endless,"$4,803",-,-,"$4,803",100%
"2,418",Happy Together 2007 Re-release,"$4,745",-,-,"$4,745",100%
"2,419",Da-Yu: The Touch of Fate,"$4,730",-,-,"$4,730",100%
"2,420",Wild Innocence 2007 Re-release,"$4,717",-,-,"$4,717",100%
"2,421",She Hate Me 2007 Re-release,"$4,574",-,-,"$4,574",100%
"2,422",Don't Stop Dreaming,"$4,570",-,-,"$4,570",100%
"2,423",Laura Smiles,"$4,558","$4,558",100%,-,-
"2,424",Possessed,"$4,553",-,-,"$4,553",100%
"2,425",To Paint or Make Love 2007 Re-release,"$4,496",-,-,"$4,496",100%
"2,426",The Heirloom 2007 Re-release,"$4,494",-,-,"$4,494",100%
"2,427",Hers,"$4,485",-,-,"$4,485",100%
"2,428","David Susskind - Sois un mensch, mon fils!","$4,470",-,-,"$4,470",100%
"2,429",Paraguayan Hammock,"$4,470",-,-,"$4,470",100%
"2,430",Blood & Tears,"$4,364","$4,364",100%,-,-
"2,431",The Man Who Came to a Village,"$4,327",-,-,"$4,327",100%
"2,432",Beauty Remains,"$4,298","$4,298",100%,-,-
"2,433",Angeli distratti,"$4,247",-,-,"$4,247",100%
"2,434",Ingrid Jonker: Her Lives and Time ...,"$4,243",-,-,"$4,243",100%
"2,435",Prinzessin,"$4,215",-,-,"$4,215",100%
"2,436",Love & Dance,"$4,197",-,-,"$4,197",100%
"2,437",Close-up Kurdistan,"$4,144",-,-,"$4,144",100%
"2,438",Thomas Harlan - Wandersplitter,"$4,052",-,-,"$4,052",100%
"2,439",La muñeca del espacio 2,"$4,032",-,-,"$4,032",100%
"2,440",3-2-1 Penguins!: 12 Angry Hens,"$4,008",-,-,"$4,008",100%
"2,441",Wonderful Woman,"$4,005",-,-,"$4,005",100%
"2,442",Upper Characteristic,"$3,949",-,-,"$3,949",100%
"2,443","C'est pas moi, c'est l'autre","$3,935","$3,935",100%,-,-
"2,444",Zozo 2007 Re-release,"$3,850",-,-,"$3,850",100%
"2,445",Breaking News 2007 Re-release,"$3,782",-,-,"$3,782",100%
"2,446",Berkeley,"$3,770","$3,770",100%,-,-
"2,447",Time Between Dog and Wolf,"$3,722",-,-,"$3,722",100%
"2,448",Argentina Beat,"$3,696",-,-,"$3,696",100%
"2,449",The Front Line,"$3,681",-,-,"$3,681",100%
"2,450",Suspiria,"$3,661",-,-,"$3,661",100%
"2,451",Zebrácká opera,"$3,641",-,-,"$3,641",100%
"2,452",I'm Reed Fish,"$3,567","$3,567",100%,-,-
"2,453",Antonia,"$3,550","$3,550",100%,-,-
"2,454",Pleasant Days 2007 Re-release,"$3,521",-,-,"$3,521",100%
"2,455",Grand Theft Parsons 2007 Re-release,"$3,438",-,-,"$3,438",100%
"2,456",Pornmaking for Dummies,"$3,396",-,-,"$3,396",100%
"2,457",The Price of Sugar,"$3,384","$3,384",100%,-,-
"2,458",Good Door,"$3,367",-,-,"$3,367",100%
"2,459",Angel,"$3,365",-,-,"$3,365",100%
"2,460",Cardillac,"$3,360",-,-,"$3,360",100%
"2,461",Upa! An Argentinian Movie,"$3,356",-,-,"$3,356",100%
"2,462",Tender Is the Wolf,"$3,352",-,-,"$3,352",100%
"2,463",Neverwas 2007 Re-release,"$3,349",-,-,"$3,349",100%
"2,464",'Tis Autumn: The Search for Jackie Paris,"$3,347","$1,476",44.1%,"$1,871",55.9%
"2,465",Off Road,"$3,321",-,-,"$3,321",100%
"2,466",Jeune homme,"$3,313",-,-,"$3,313",100%
"2,467",A Year Without Love 2007 Re-release,"$3,298",-,-,"$3,298",100%
"2,468",Tête d'or,"$3,253",-,-,"$3,253",100%
"2,469",The Flight of the Bee,"$3,247",-,-,"$3,247",100%
"2,470",Bahebak Bamout Feek,"$3,244",-,-,"$3,244",100%
"2,471",The Master,"$3,244",-,-,"$3,244",100%
"2,472",Con Game,"$3,228",-,-,"$3,228",100%
"2,473",Hotel Harabati,"$3,202",-,-,"$3,202",100%
"2,474",Jauja 2007 Re-release,"$3,171",-,-,"$3,171",100%
"2,475",The Prisoner or: How I Planned to Kill Tony Blair,"$3,103","$3,103",100%,-,-
"2,476",Faltas leves,"$3,085",-,-,"$3,085",100%
"2,477",The Three Musketeers,"$3,052",-,-,"$3,052",100%
"2,478",Sergeant York 2007 Re-release,"$3,039",-,-,"$3,039",100%
"2,479",Los Muertos 2007 Re-release,"$3,027","$3,027",100%,-,-
"2,480",Almfilm,"$3,017",-,-,"$3,017",100%
"2,481",Color Anger East,"$3,011",-,-,"$3,011",100%
"2,482",Intervention,"$2,980",$279,9.4%,"$2,701",90.6%
"2,483",The Ring Finger 2007 Re-release,"$2,973",-,-,"$2,973",100%
"2,484",Eiga Futari wa Purikyua Max Heart 2007 Re-release,"$2,971",-,-,"$2,971",100%
"2,485",The Prize of the Pole,"$2,932",-,-,"$2,932",100%
"2,486",La matinée,"$2,906",-,-,"$2,906",100%
"2,487",Quei loro incontri,"$2,895",-,-,"$2,895",100%
"2,488",Children of Wax,"$2,797",-,-,"$2,797",100%
"2,489",Appleseed 2007 Re-release,"$2,662",-,-,"$2,662",100%
"2,490",Bread Superman,"$2,627",-,-,"$2,627",100%
"2,491",Dancing Bells,"$2,620",-,-,"$2,620",100%
"2,492",Mummyji,"$2,583",-,-,"$2,583",100%
"2,493",Me... Myself,"$2,551",-,-,"$2,551",100%
"2,494",Burke & Wills,"$2,546",-,-,"$2,546",100%
"2,495",Catch a Wave 2007 Re-release,"$2,509",-,-,"$2,509",100%
"2,496",Ese mismo loco afán,"$2,489",-,-,"$2,489",100%
"2,497",Aboio,"$2,472",-,-,"$2,472",100%
"2,498",Hidden Summer in My Heart,"$2,404",-,-,"$2,404",100%
"2,499",Looking for an Icon,"$2,393","$2,393",100%,-,-
"2,500",The Hands 2007 Re-release,"$2,388",-,-,"$2,388",100%
"2,501",Autumn Sonata,"$2,379",-,-,"$2,379",100%
"2,502","Un peso, un dolar","$2,372",-,-,"$2,372",100%
"2,503",Lauf der Dinge,"$2,365",-,-,"$2,365",100%
"2,504",Fikret bey,"$2,365",-,-,"$2,365",100%
"2,505",Blueprint 2007 Re-release,"$2,337",-,-,"$2,337",100%
"2,506",You're Gonna Miss Me,"$2,324","$2,324",100%,-,-
"2,507",A Throw of Dice,"$2,306",-,-,"$2,306",100%
"2,508",Mothers,"$2,294",-,-,"$2,294",100%
"2,509",Buddha's Lost Children 2007 Re-release,"$2,277",-,-,"$2,277",100%
"2,510",Shanghai Dreams 2007 Re-release,"$2,274",-,-,"$2,274",100%
"2,511",The Bird House,"$2,242",-,-,"$2,242",100%
"2,512",The Ode to Joy 2007 Re-release,"$2,239",-,-,"$2,239",100%
"2,513",Le temps d'un regard,"$2,202",-,-,"$2,202",100%
"2,514",Smultronstället: Wild Strawberries,"$2,190",-,-,"$2,190",100%
"2,515",The Last House in the Woods,"$2,186",-,-,"$2,186",100%
"2,516",Old Iss Gold,"$2,184",-,-,"$2,184",100%
"2,517",People Crossing the River,"$2,171",-,-,"$2,171",100%
"2,518",Mamadurai,"$2,149",-,-,"$2,149",100%
"2,519",Midnight Movies: From the Margin to the Mainstream,"$2,143",-,-,"$2,143",100%
"2,520",Down in the Valley 2007 Re-release,"$2,137",-,-,"$2,137",100%
"2,521",39 Pounds of Love 2007 Re-release,"$2,135",-,-,"$2,135",100%
"2,522",Starlit High Noon,"$2,087",-,-,"$2,087",100%
"2,523",Hikikomori: Tokyo Plastic,"$2,077",-,-,"$2,077",100%
"2,524",The Wall-Passer,"$2,072",-,-,"$2,072",100%
"2,525",L'amour aux trousses 2007 Re-release,"$2,071",-,-,"$2,071",100%
"2,526",Under the Same Moon 2007 Re-release,"$2,059",-,-,"$2,059",100%
"2,527",Pulque Song,"$2,034",-,-,"$2,034",100%
"2,528",Beyond Hatred,"$2,003",$949,47.4%,"$1,054",52.6%
"2,529",Il mio paese,"$1,994",-,-,"$1,994",100%
"2,530",Boxing Day,"$1,985",-,-,"$1,985",100%
"2,531",Stealing Klimt,"$1,982",-,-,"$1,982",100%
"2,532",Manufacturing Dissent,"$1,932",-,-,"$1,932",100%
"2,533",Memories,"$1,920",-,-,"$1,920",100%
"2,534",Sambar Salsa,"$1,915",-,-,"$1,915",100%
"2,535",Greg & Gentillon,"$1,913","$1,913",100%,-,-
"2,536",20 nuits et un jour de pluie,"$1,903",-,-,"$1,903",100%
"2,537",Docuplus in NADA,"$1,900",-,-,"$1,900",100%
"2,538",The White Seal,"$1,888",-,-,"$1,888",100%
"2,539",Smiles of a Summer Night,"$1,888",-,-,"$1,888",100%
"2,540",Crash Test Dummies,"$1,875",-,-,"$1,875",100%
"2,541",Life in Loops (A Megacities RMX),"$1,871",-,-,"$1,871",100%
"2,542",This Filthy World,"$1,857",-,-,"$1,857",100%
"2,543",Through a Glass Darkly,"$1,848",-,-,"$1,848",100%
"2,544",West Side Story 2007 Re-release,"$1,813",-,-,"$1,813",100%
"2,545",Oswald's Ghost,"$1,796","$1,796",100%,-,-
"2,546",Buy It Now,"$1,791",-,-,"$1,791",100%
"2,547",Conceição: Autor Bom é Autor Morto,"$1,764",-,-,"$1,764",100%
"2,548",Made in YU,"$1,754",-,-,"$1,754",100%
"2,549",The Right of the Weakest 2007 Re-release,"$1,742",-,-,"$1,742",100%
"2,550","Pulqui, un instante en la patria de la felicidad","$1,717",-,-,"$1,717",100%
"2,551",Murderball 2007 Re-release,"$1,684",-,-,"$1,684",100%
"2,552",The Time of Closure,"$1,674",-,-,"$1,674",100%
"2,553",Snowy Love Fall in Spring 2007 Re-release,"$1,613",-,-,"$1,613",100%
"2,554",A Sunday in Kigali,"$1,609",-,-,"$1,609",100%
"2,555",Yuda,"$1,563",-,-,"$1,563",100%
"2,556",The Virgin Spring,"$1,528",-,-,"$1,528",100%
"2,557",Cries & Whispers,"$1,522",-,-,"$1,522",100%
"2,558","Big Bang Love, Juvenile A","$1,520",-,-,"$1,520",100%
"2,559",Fissures,"$1,513",-,-,"$1,513",100%
"2,560",In the Pool,"$1,497",-,-,"$1,497",100%
"2,561",Divine Intervention,"$1,485","$1,485",100%,-,-
"2,562",Unborn in the USA: Inside the War on Abortion,"$1,475","$1,475",100%,-,-
"2,563",The Man Who Shot Chinatown: The Life and Work of John A. Alonzo,"$1,455",-,-,"$1,455",100%
"2,564",Love is in the Air,"$1,411",-,-,"$1,411",100%
"2,565",Four Lane Highway,"$1,393","$1,393",100%,-,-
"2,566",On Fire,"$1,366",-,-,"$1,366",100%
"2,567",Undisputed 2: Last Man Standing,"$1,361",-,-,"$1,361",100%
"2,568",Three Maestros in Korea,"$1,352",-,-,"$1,352",100%
"2,569",Family Law: Metamorphosis,"$1,346",-,-,"$1,346",100%
"2,570",The Dog Problem,"$1,344","$1,344",100%,-,-
"2,571",Adavadi,"$1,323",-,-,"$1,323",100%
"2,572",Mauricio's Diary,"$1,257",-,-,"$1,257",100%
"2,573",A Note of Love,"$1,230",-,-,"$1,230",100%
"2,574",The Trials of Darryl Hunt,"$1,217","$1,217",100%,-,-
"2,575",La fine del mare,"$1,185",-,-,"$1,185",100%
"2,576",For One,"$1,182",-,-,"$1,182",100%
"2,577",Khalass,"$1,171",-,-,"$1,171",100%
"2,578",Remissao,"$1,140",-,-,"$1,140",100%
"2,579",Mendadak Dangdut,"$1,115",-,-,"$1,115",100%
"2,580",Daisy Diamond,"$1,107",-,-,"$1,107",100%
"2,581",Two Great Sheep,"$1,077",-,-,"$1,077",100%
"2,582",Una ballata bianca,"$1,074",-,-,"$1,074",100%
"2,583",A Different Loyalty 2007 Re-release,"$1,057",-,-,"$1,057",100%
"2,584",Naga Bonar Jadi 2,"$1,053",-,-,"$1,053",100%
"2,585",Le lièvre de Vatanen,"$1,049",-,-,"$1,049",100%
"2,586",Colin the Invincible,"$1,035",-,-,"$1,035",100%
"2,587",My Nikifor 2007 Re-release,"$1,028",-,-,"$1,028",100%
"2,588",Talvinen matka,"$1,024",-,-,"$1,024",100%
"2,589",Altri occhi,"$1,008",-,-,"$1,008",100%
"2,590",Different Meaning Dream,"$1,006",-,-,"$1,006",100%
"2,591",Tannka,$993,-,-,$993,100%
"2,592",Once in a Lifetime: The Extraordinary Story of the New York Cosmos 2007 Re-release,$982,-,-,$982,100%
"2,593",Tripping,$979,-,-,$979,100%
"2,594",Looking for Cheyenne,$973,$973,100%,-,-
"2,595",El productor,$970,-,-,$970,100%
"2,596",La velocidad funda el olvido,$944,-,-,$944,100%
"2,597",Totally Personal,$941,-,-,$941,100%
"2,598",4:30,$935,-,-,$935,100%
"2,599",Pueblo chico,$904,-,-,$904,100%
"2,600",Before We Fall in Love Again,$897,-,-,$897,100%
"2,601",The Shutka Book of Records,$879,-,-,$879,100%
"2,602",Millenium Crane,$862,-,-,$862,100%
"2,603",PTU,$849,-,-,$849,100%
"2,604",Tholaipesi,$849,-,-,$849,100%
"2,605",Carreiras,$840,-,-,$840,100%
"2,606",Spasm,$824,-,-,$824,100%
"2,607",Fabuleuses Fabulettes,$806,-,-,$806,100%
"2,608",Kannô byôtô: nureta akai kuchibiru,$790,-,-,$790,100%
"2,609",McLibel 2007 Re-release,$784,-,-,$784,100%
"2,610",Flakes,$778,$778,100%,-,-
"2,611",Sparrows in October,$769,-,-,$769,100%
"2,612",Both Ways,$767,-,-,$767,100%
"2,613",Scrap Heaven,$760,-,-,$760,100%
"2,614",Resurrection of the Butterfly,$757,-,-,$757,100%
"2,615",Singapore Dreaming,$756,-,-,$756,100%
"2,616",The Encountered Woman,$752,-,-,$752,100%
"2,617",The Haunting,$742,-,-,$742,100%
"2,618","Beloved Wife, Lost Chance",$718,-,-,$718,100%
"2,619",Battle of the Brave 2007 Re-release,$714,-,-,$714,100%
"2,620",Enemy Zero 2,$681,-,-,$681,100%
"2,621",Fando and Lis,$665,-,-,$665,100%
"2,622",Oh Slang Kidd,$665,-,-,$665,100%
"2,623",The Bird Who Stops in the Air,$662,-,-,$662,100%
