Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,165","Evet, ich will!","$235,151",-,-,"$235,151",100%
"1,166",Big Fan,"$234,540","$234,540",100%,-,-
"1,167",Drottningen och jag,"$234,516",-,-,"$234,516",100%
"1,168",When a Man Comes Home 2009 Re-release,"$233,833",-,-,"$233,833",100%
"1,169",In Search of Beethoven,"$233,545",-,-,"$233,545",100%
"1,170",Iron Maiden: Flight 666,"$233,193",-,-,"$233,193",100%
"1,171",The Shame,"$232,548",-,-,"$232,548",100%
"1,172",(Untitled),"$230,600","$230,600",100%,-,-
"1,173",The Fish Child,"$229,899",-,-,"$229,899",100%
"1,174",The Girl,"$228,589",-,-,"$228,589",100%
"1,175",The Forbidden Legend: Sex & Chopsticks 2,"$228,343",-,-,"$228,343",100%
"1,176",From Within,"$228,014",-,-,"$228,014",100%
"1,177",Angling,"$227,195",-,-,"$227,195",100%
"1,178","Carmo, Hit the Road","$226,713",-,-,"$226,713",100%
"1,179",A Very Short Life,"$226,330",-,-,"$226,330",100%
"1,180",Zamiana,"$224,180",-,-,"$224,180",100%
"1,181",A Midsummer Comedy,"$224,154",-,-,"$224,154",100%
"1,182",Mniejsze zlo,"$222,643",-,-,"$222,643",100%
"1,183",World's Greatest Dad,"$221,805","$221,805",100%,-,-
"1,184",Dabbour,"$221,799",-,-,"$221,799",100%
"1,185",Kisse Pyaar Karoon?,"$221,022",-,-,"$221,022",100%
"1,186",Children of Winter,"$220,214",-,-,"$220,214",100%
"1,187",Hogi's Family ...eine total stachelige Angelegenheit,"$220,125",-,-,"$220,125",100%
"1,188",Happy Ever Afters,"$218,281",-,-,"$218,281",100%
"1,189",Chaos,"$218,145",-,-,"$218,145",100%
"1,190",Basic Love,"$217,793",-,-,"$217,793",100%
"1,191",Mein halbes Leben,"$215,315",-,-,"$215,315",100%
"1,192",Children of the Otherside,"$215,214",-,-,"$215,214",100%
"1,193",Virgingate,"$214,137",-,-,"$214,137",100%
"1,194",October Sonata,"$213,586",-,-,"$213,586",100%
"1,195",Paper Planes,"$212,387",-,-,"$212,387",100%
"1,196",The Big Rescue,"$211,833",-,-,"$211,833",100%
"1,197",Rottenetter,"$211,572",-,-,"$211,572",100%
"1,198",Like You Know It All,"$210,951",-,-,"$210,951",100%
"1,199",Sans rancune!,"$210,750",-,-,"$210,750",100%
"1,200",Camping 2009 Re-release,"$210,502",-,-,"$210,502",100%
"1,201",Streets of Blood,"$210,074",-,-,"$210,074",100%
"1,202",Nocturna 2009 Re-release,"$208,875",-,-,"$208,875",100%
"1,203",The Country Teacher 2009 Re-release,"$208,047",-,-,"$208,047",100%
"1,204",Noch boytsa,"$205,719",-,-,"$205,719",100%
"1,205",Dirty Mind,"$204,933",-,-,"$204,933",100%
"1,206",The Door,"$204,894",-,-,"$204,894",100%
"1,207",An Earthy Paradise for the Eyes,"$204,244",-,-,"$204,244",100%
"1,208",Betrayal,"$203,963",-,-,"$203,963",100%
"1,209",The Shadowless,"$203,936",-,-,"$203,936",100%
"1,210",Die Ludolfs - Dankeschön für Italien!,"$203,607",-,-,"$203,607",100%
"1,211",Timetrip: The Curse of the Viking Witch,"$202,158",-,-,"$202,158",100%
"1,212",Kill Switch,"$200,948",-,-,"$200,948",100%
"1,213",Ce n'è per tutti,"$200,477",-,-,"$200,477",100%
"1,214",Mnahy,"$199,368",-,-,"$199,368",100%
"1,215",Wedding Daze 2009 Re-release,"$198,390",-,-,"$198,390",100%
"1,216",Rocket Singh: Salesman of the Year,"$197,650",-,-,"$197,650",100%
"1,217",Smoke Gets in Your Eyes,"$197,319",-,-,"$197,319",100%
"1,218",Zero,"$197,209",-,-,"$197,209",100%
"1,219",Máncora,"$196,069","$29,697",15.1%,"$166,372",84.9%
"1,220",Peraanmai,"$194,835",-,-,"$194,835",100%
"1,221",Private Lessons,"$194,766",-,-,"$194,766",100%
"1,222",Herb & Dorothy,"$194,721","$194,721",100%,-,-
"1,223",El sistema,"$194,715",-,-,"$194,715",100%
"1,224",Pardon My French,"$193,509",-,-,"$193,509",100%
"1,225",Terra madre,"$192,935",-,-,"$192,935",100%
"1,226",The Stoneman Murders,"$192,508",-,-,"$192,508",100%
"1,227",Konak,"$190,472",-,-,"$190,472",100%
"1,228",Toad's Oil,"$190,366",-,-,"$190,366",100%
"1,229",Macabre,"$190,363",-,-,"$190,363",100%
"1,230",Xi Zang Jin Xi,"$189,812",-,-,"$189,812",100%
"1,231",Envy,"$189,209",-,-,"$189,209",100%
"1,232",Rec 2009 Re-release,"$188,900",-,-,"$188,900",100%
"1,233",Passenger,"$188,755",-,-,"$188,755",100%
"1,234",My Dad's a Detective,"$188,552",-,-,"$188,552",100%
"1,235",Thomas & Friends: The Great Discovery - The Movie,"$188,317",-,-,"$188,317",100%
"1,236",Bets & Wedding Dresses,"$187,885",-,-,"$187,885",100%
"1,237",For My Father,"$186,888",-,-,"$186,888",100%
"1,238",Nothing But the Truth,"$186,702",-,-,"$186,702",100%
"1,239",Crude,"$185,881","$170,295",91.6%,"$15,586",8.4%
"1,240",A Rational Solution,"$185,792",-,-,"$185,792",100%
"1,241",Jag Jeondeyan De Mele,"$185,747",-,-,"$185,747",100%
"1,242",A la deriva,"$184,651",-,-,"$184,651",100%
"1,243",Youssou Ndour: I Bring What I Love,"$183,503","$172,225",93.9%,"$11,278",6.1%
"1,244",Barah Aana 2009 Re-release,"$183,477",-,-,"$183,477",100%
"1,245",Glorious 39,"$182,253",-,-,"$182,253",100%
"1,246",Esperpentos,"$181,045",-,-,"$181,045",100%
"1,247",The Kindergarten,"$180,441",-,-,"$180,441",100%
"1,248",Unmade Beds,"$180,144",-,-,"$180,144",100%
"1,249",I've Never Been Happier,"$179,876",-,-,"$179,876",100%
"1,250",Doghouse,"$179,836",-,-,"$179,836",100%
"1,251",The Ramen Girl,"$179,590",-,-,"$179,590",100%
"1,252",Evening of Roses,"$179,588",-,-,"$179,588",100%
"1,253",Now Boarding,"$177,627",-,-,"$177,627",100%
"1,254",So Woman!,"$177,281",-,-,"$177,281",100%
"1,255",Tango s komármi,"$176,967",-,-,"$176,967",100%
"1,256",Sto vathos kipos,"$176,682",-,-,"$176,682",100%
"1,257",Nymph,"$174,835",-,-,"$174,835",100%
"1,258",19 2009 Re-release,"$173,968",-,-,"$173,968",100%
"1,259",Passport to Love,"$173,828","$173,828",100%,-,-
"1,260",Mommo,"$172,178",-,-,"$172,178",100%
"1,261",Step Up 2: The Streets 2009 Re-release,"$171,682",-,-,"$171,682",100%
"1,262",Cedar Boys,"$171,397",-,-,"$171,397",100%
"1,263",Laban the Little Ghost 2009 Re-release,"$171,018",-,-,"$171,018",100%
"1,264",The Cloud Painting Machine,"$170,809",-,-,"$170,809",100%
"1,265",Veselchaki,"$170,564",-,-,"$170,564",100%
"1,266",Beyblade: The Movie - Fierce Battle 2009 Re-release,"$169,467",-,-,"$169,467",100%
"1,267",Dream.net,"$169,466",-,-,"$169,466",100%
"1,268",Tales from the Golden Age 2009 Re-release,"$168,911",-,-,"$168,911",100%
"1,269",A Brand New Life,"$167,776",-,-,"$167,776",100%
"1,270",Wake in Fright,"$167,770",-,-,"$167,770",100%
"1,271",Día naranja,"$166,739",-,-,"$166,739",100%
"1,272",Gigantic,"$165,888","$102,704",61.9%,"$63,184",38.1%
"1,273",Akher Kalam,"$164,978",-,-,"$164,978",100%
"1,274",Wrong Rosary,"$164,918",-,-,"$164,918",100%
"1,275",Oxygen,"$164,800",-,-,"$164,800",100%
"1,276",The Strength of Water,"$163,650",-,-,"$163,650",100%
"1,277","Police, Adjective","$162,974","$53,206",32.6%,"$109,768",67.4%
"1,278","Chelovek, kotoryy znal vsyo","$160,829",-,-,"$160,829",100%
"1,279",Germany 09: 13 Short Films About the State of the Nation,"$159,890",-,-,"$159,890",100%
"1,280",Teza,"$158,999","$30,070",18.9%,"$128,929",81.1%
"1,281",King of Escape,"$158,647",-,-,"$158,647",100%
"1,282",L'amour,"$157,975",-,-,"$157,975",100%
"1,283",Altiplano,"$157,796","$2,961",1.9%,"$154,835",98.1%
"1,284",Flores negras,"$157,325",-,-,"$157,325",100%
"1,285",We Will Rock You: Queen Live in Concert,"$157,310",-,-,"$157,310",100%
"1,286",Vinotinto - La película,"$156,931",-,-,"$156,931",100%
"1,287",The Horse Boy,"$156,612","$156,612",100%,-,-
"1,288",Night and Fog,"$155,937",-,-,"$155,937",100%
"1,289",Merantau,"$154,660",-,-,"$154,660",100%
"1,290",Kanimdaki Barut,"$153,709",-,-,"$153,709",100%
"1,291",A Moment in June,"$153,308",-,-,"$153,308",100%
"1,292",Brothers at War,"$153,148","$153,148",100%,-,-
"1,293","My Friends, My Love 2009 Re-release","$152,625",-,-,"$152,625",100%
"1,294",The Metropolitan Opera HD Live: Verdi: Aida,"$151,857",-,-,"$151,857",100%
"1,295",All the Best: Fun Begins,"$150,902","$120,713",80%,"$30,189",20%
"1,296",Slaves in Their Bonds,"$150,750",-,-,"$150,750",100%
"1,297",Comrade Black in WWII,"$150,716",-,-,"$150,716",100%
"1,298",Premonition 2009 Re-release,"$150,477",-,-,"$150,477",100%
"1,299",Crush,"$150,149",-,-,"$150,149",100%
"1,300",Mar nero,"$148,995",-,-,"$148,995",100%
"1,301",Direct Contact,"$148,337",-,-,"$148,337",100%
"1,302",The Blue Mansion,"$146,776",-,-,"$146,776",100%
"1,303",3some,"$146,685",-,-,"$146,685",100%
"1,304",Tao qi bao ma xiao tiao,"$145,992",-,-,"$145,992",100%
"1,305",Daytime Drinking,"$145,587","$4,970",3.4%,"$140,617",96.6%
"1,306",Playground,"$145,505",-,-,"$145,505",100%
"1,307",Chasing My Girl,"$145,343",-,-,"$145,343",100%
"1,308",Kelebek,"$144,902",-,-,"$144,902",100%
"1,309",Return to Hansala,"$143,567",-,-,"$143,567",100%
"1,310",See No Evil 2009 Re-release,"$143,499",-,-,"$143,499",100%
"1,311",Waveriders,"$142,878",-,-,"$142,878",100%
"1,312",The Merchant of Venice 2009 Re-release,"$142,457",-,-,"$142,457",100%
"1,313",Not Forgotten,"$142,055","$53,744",37.8%,"$88,311",62.2%
"1,314","Two Fists, One Heart","$141,723",-,-,"$141,723",100%
"1,315",The Fly Up,"$141,392",-,-,"$141,392",100%
"1,316",The Fifth Commandment 2009 Re-release,"$139,829",-,-,"$139,829",100%
"1,317",Francesca 2009 Re-release,"$139,823",-,-,"$139,823",100%
"1,318",Lulu and Jimi,"$139,805",-,-,"$139,805",100%
"1,319",The Day Will Come,"$138,777",-,-,"$138,777",100%
"1,320",The Butterfly 2009 Re-release,"$138,000",-,-,"$138,000",100%
"1,321",The Belgrade Phantom,"$137,698",-,-,"$137,698",100%
"1,322",Our Wonderful Days,"$137,468",-,-,"$137,468",100%
"1,323",A Heavenly Vintage,"$136,295",-,-,"$136,295",100%
"1,324",Nulle part terre promise,"$135,092",-,-,"$135,092",100%
"1,325",Sarvam,"$134,756",-,-,"$134,756",100%
"1,326",Sometime in August,"$134,281",-,-,"$134,281",100%
"1,327",Alone in the Dark II,"$133,867",-,-,"$133,867",100%
"1,328",Together,"$133,692",-,-,"$133,692",100%
"1,329",Little Fugitive,"$132,868",-,-,"$132,868",100%
"1,330",Cataluña Espanya,"$132,629",-,-,"$132,629",100%
"1,331",Eastern Plays,"$132,547",-,-,"$132,547",100%
"1,332",Dumbeast,"$132,357",-,-,"$132,357",100%
"1,333",Prince of Tears,"$131,586",-,-,"$131,586",100%
"1,334",Divorce Italian Style,"$131,467",-,-,"$131,467",100%
"1,335",Awaydays,"$131,265",-,-,"$131,265",100%
"1,336",Until the Light Takes Us,"$130,441","$130,441",100%,-,-
"1,337",Cenci in Cina,"$129,951",-,-,"$129,951",100%
"1,338",In Your Veins,"$129,752",-,-,"$129,752",100%
"1,339",Grandpa Is Dead,"$129,584",-,-,"$129,584",100%
"1,340",El Zorro de San Adrian,"$129,125",-,-,"$129,125",100%
"1,341",Paraiso Travel,"$128,813",-,-,"$128,813",100%
"1,342",Male Domination,"$128,253",-,-,"$128,253",100%
"1,343",Guan Ren Qi Shi,"$128,070",-,-,"$128,070",100%
"1,344",Burma VJ: Reporting from a Closed Country,"$127,063","$51,672",40.7%,"$75,391",59.3%
"1,345",Purple Violets,"$126,897",-,-,"$126,897",100%
"1,346",Tandoori Love,"$126,364",-,-,"$126,364",100%
"1,347",The Prize,"$125,740",-,-,"$125,740",100%
"1,348",Tell Me About Love 2009 Re-release,"$125,050",-,-,"$125,050",100%
"1,349",Treeless Mountain,"$124,023","$60,336",48.6%,"$63,687",51.4%
"1,350","War Eagle, Arkansas","$123,670","$123,670",100%,-,-
"1,351","Good Bye, My Secret Friend","$123,427",-,-,"$123,427",100%
"1,352",Dreamland,"$123,238",-,-,"$123,238",100%
"1,353",Street Dreams,"$122,575","$122,575",100%,-,-
"1,354",Alone 2009 Re-release,"$121,929",-,-,"$121,929",100%
"1,355",Lost in Galicia,"$121,928",-,-,"$121,928",100%
"1,356","Alô, Alô, Terezinha!","$121,609",-,-,"$121,609",100%
"1,357",The Godfather 2009 Re-release,"$121,323",-,-,"$121,323",100%
"1,358",Sleep Furiously,"$121,187",-,-,"$121,187",100%
"1,359",I Do: How to Get Married and Stay Single 2009 Re-release,"$121,080",-,-,"$121,080",100%
"1,360",Invitation Only,"$121,039",-,-,"$121,039",100%
"1,361",Examined Life,"$120,712","$120,712",100%,-,-
"1,362",Deathwave,"$120,283",-,-,"$120,283",100%
"1,363",Bob the Builder: Race to the Finish Movie,"$120,056",-,-,"$120,056",100%
"1,364",Trappola d'autore,"$118,875",-,-,"$118,875",100%
"1,365",Gentlemen Broncos,"$118,492","$113,682",95.9%,"$4,810",4.1%
"1,366",Red Satin 2009 Re-release,"$118,389",-,-,"$118,389",100%
"1,367","Ulybka Boga, ili Chisto odesskaya istoriya","$117,970",-,-,"$117,970",100%
"1,368","Caution, Kids!","$117,965",-,-,"$117,965",100%
"1,369",Ace Ventura: Pet Detective Jr.,"$117,421",-,-,"$117,421",100%
"1,370",The 400 Blows 2009 Re-release,"$117,270",-,-,"$117,270",100%
"1,371",Mazie laupitaji,"$117,254",-,-,"$117,254",100%
"1,372",One Foot Under,"$116,511",-,-,"$116,511",100%
"1,373",No Impact Man: The Documentary,"$116,349","$100,028",86%,"$16,321",14%
"1,374",Autopsy,"$115,800",-,-,"$115,800",100%
"1,375","Ce soir, je dors chez toi 2009 Re-release","$115,254",-,-,"$115,254",100%
"1,376",Ward No. 6 2009 Re-release,"$115,095",-,-,"$115,095",100%
"1,377",Sisters on the Road,"$114,398",-,-,"$114,398",100%
"1,378",Wait for Me and I Will Not Come,"$114,072",-,-,"$114,072",100%
"1,379",General. Zamach na Gibraltarze,"$113,728",-,-,"$113,728",100%
"1,380",My First Wedding 2009 Re-release,"$113,694",-,-,"$113,694",100%
"1,381",Samec Male,"$113,088",-,-,"$113,088",100%
"1,382",Afghan Star,"$112,909","$102,115",90.4%,"$10,794",9.6%
"1,383",Monster Beach Party,"$112,791","$112,791",100%,-,-
"1,384",Fly Penguin,"$112,646",-,-,"$112,646",100%
"1,385",Cloud 9 2009 Re-release,"$112,548",-,-,"$112,548",100%
"1,386",Killing Kasztner,"$112,313","$112,313",100%,-,-
"1,387",French Film,"$112,307",-,-,"$112,307",100%
"1,388",Asylum 2009 Re-release,"$112,127",-,-,"$112,127",100%
"1,389",Two for the Girl,"$111,996",-,-,"$111,996",100%
"1,390",Just Friends 2009 Re-release,"$111,809",-,-,"$111,809",100%
"1,391",Nandito ako... Nagmamahal sa 'yo,"$111,620",-,-,"$111,620",100%
"1,392",Medicine for Melancholy,"$111,551","$111,551",100%,-,-
"1,393",Blind Dating 2009 Re-release,"$111,261",-,-,"$111,261",100%
"1,394",Tornado 2009 Re-release,"$110,152",-,-,"$110,152",100%
"1,395",Alone 2009 Re-release,"$110,086",-,-,"$110,086",100%
"1,396",Melekler ve kumarbazlar,"$110,084",-,-,"$110,084",100%
"1,397",Darkness,"$110,039",-,-,"$110,039",100%
"1,398",Sayang You Can Dance,"$109,859",-,-,"$109,859",100%
"1,399",My Queen Karo,"$109,377",-,-,"$109,377",100%
"1,400",Telstar: The Joe Meek Story,"$109,339",-,-,"$109,339",100%
"1,401",One Week,"$108,918",-,-,"$108,918",100%
"1,402","Ne me libérez pas, je m'en charge","$107,907",-,-,"$107,907",100%
"1,403",You Will Be Mine,"$107,075",-,-,"$107,075",100%
"1,404",The Way We Get By,"$106,542","$106,542",100%,-,-
"1,405",L'ultimo Crodino,"$106,456",-,-,"$106,456",100%
"1,406",Silina,"$106,168",-,-,"$106,168",100%
"1,407",The Skeptic,"$106,128","$6,671",6.3%,"$99,457",93.7%
"1,408",That's It,"$105,933",-,-,"$105,933",100%
"1,409",Katanga Business,"$105,707",-,-,"$105,707",100%
"1,410",Shadowless Sword 2009 Re-release,"$104,882",-,-,"$104,882",100%
"1,411",Thoranai,"$104,774",-,-,"$104,774",100%
"1,412",Alien Trespass,"$104,526","$104,526",100%,-,-
"1,413",The President Is Coming,"$104,235",-,-,"$104,235",100%
"1,414",Private Valentine: Blonde & Dangerous,"$103,971",-,-,"$103,971",100%
"1,415",Night of the Living Dead 3D 2009 Re-release,"$103,892",-,-,"$103,892",100%
"1,416",Rolling,"$103,318","$103,318",100%,-,-
"1,417",Clubbed,"$102,715",-,-,"$102,715",100%
"1,418",Abuji,"$102,685",-,-,"$102,685",100%
"1,419",Why Men Don't Listen and Women Can't Read Maps 2009 Re-release,"$102,326",-,-,"$102,326",100%
"1,420",Baching,"$102,326",-,-,"$102,326",100%
"1,421",Cracks,"$101,860","$29,683",29.1%,"$72,177",70.9%
"1,422",Southern District,"$101,558",-,-,"$101,558",100%
"1,423",The House of the Devil,"$101,215","$101,215",100%,-,-
"1,424",Troubled Water 2009 Re-release,"$100,794",-,-,"$100,794",100%
"1,425",Sky and Ocean,"$99,905",-,-,"$99,905",100%
"1,426",Gökten 3 elma düstü,"$99,508",-,-,"$99,508",100%
"1,427",No Man's Land: The Rise of Reeker,"$99,499",-,-,"$99,499",100%
"1,428",Let's Get Lost 2009 Re-release,"$99,046",-,-,"$99,046",100%
"1,429",A Mother's Courage: Talking Back to Autism,"$98,823",-,-,"$98,823",100%
"1,430",Hinter Kaifeck,"$98,722",-,-,"$98,722",100%
"1,431",Under Our Skin,"$98,548","$98,548",100%,-,-
"1,432",Kampüste çiplak ayaklar,"$97,932",-,-,"$97,932",100%
"1,433",Dread,"$97,438",-,-,"$97,438",100%
"1,434",Blonde Ambition 2009 Re-release,"$97,430",-,-,"$97,430",100%
"1,435",The Lane,"$96,846",-,-,"$96,846",100%
"1,436",The End of the Line,"$96,711",-,-,"$96,711",100%
"1,437",Look Both Ways 2009 Re-release,"$96,022",-,-,"$96,022",100%
"1,438",Lino,"$95,817",-,-,"$95,817",100%
"1,439",Made in U.S.A,"$95,209","$95,209",100%,-,-
"1,440",The Last Action,"$95,071",-,-,"$95,071",100%
"1,441","Moi, Van Gogh","$94,803",-,-,"$94,803",100%
"1,442",Heaven on Earth,"$93,591",-,-,"$93,591",100%
"1,443",Kaash Mere Hote,"$93,571",-,-,"$93,571",100%
"1,444",Permanent Residence,"$93,462",-,-,"$93,462",100%
"1,445",The Window,"$92,816",-,-,"$92,816",100%
"1,446",School Days with a Pig,"$92,400",-,-,"$92,400",100%
"1,447",Priceless 2009 Re-release,"$92,211",-,-,"$92,211",100%
"1,448",My Führer 2009 Re-release,"$91,995","$2,465",2.7%,"$89,530",97.3%
"1,449",With or Without You,"$91,959",-,-,"$91,959",100%
"1,450",Marpiccolo,"$91,807",-,-,"$91,807",100%
"1,451",Coração Vagabundo,"$91,617",-,-,"$91,617",100%
"1,452",Hadigari cumhur,"$91,498",-,-,"$91,498",100%
"1,453",Herbert de Perto,"$90,293",-,-,"$90,293",100%
"1,454",Casanegra,"$89,932",-,-,"$89,932",100%
"1,455",Throw Down Your Heart,"$89,521","$89,521",100%,-,-
"1,456",This Is Love,"$89,519",-,-,"$89,519",100%
"1,457",Mystery Team,"$89,442","$89,442",100%,-,-
"1,458",2:37 2009 Re-release,"$89,302",-,-,"$89,302",100%
"1,459",Room and a Half,"$88,998",-,-,"$88,998",100%
"1,460",Evil - In the Time of Heroes,"$88,437",-,-,"$88,437",100%
"1,461",Intimate Stories 2009 Re-release,"$88,249",-,-,"$88,249",100%
"1,462",Arranged 2009 Re-release,"$88,160",-,-,"$88,160",100%
"1,463",Kill Daddy Good Night,"$87,892",-,-,"$87,892",100%
"1,464",Our Beloved Month of August,"$87,835",-,-,"$87,835",100%
"1,465",The Metropolitan Opera HD Live: Puccini: Madama Butterfly,"$87,731",-,-,"$87,731",100%
"1,466",Idiots and Angels,"$86,695",-,-,"$86,695",100%
"1,467",Süpürrr!,"$86,671",-,-,"$86,671",100%
"1,468",Chocolate Underground,"$85,691",-,-,"$85,691",100%
"1,469",Aasma: The Sky Is the Limit,"$85,048",-,-,"$85,048",100%
"1,470",The Metropolitan Opera HD Live: Puccini: Tosca,"$84,598",-,-,"$84,598",100%
"1,471",The Ghost of Mortuary,"$83,902",-,-,"$83,902",100%
"1,472",Saddam'in askerleri: Bir Gani Rüzgar Savata filmi,"$83,754",-,-,"$83,754",100%
"1,473",Subdivision,"$83,630",-,-,"$83,630",100%
"1,474",N (Io e Napoleone) 2009 Re-release,"$83,623",-,-,"$83,623",100%
"1,475",Z,"$83,305","$83,305",100%,-,-
"1,476",Against the Dark,"$83,054",-,-,"$83,054",100%
"1,477",Monsieur Hulot's Holiday 2009 Re-release,"$82,403",-,-,"$82,403",100%
"1,478",Mai Mai Miracle,"$81,914",-,-,"$81,914",100%
"1,479",Tokyo Marble Chocolate,"$81,864",-,-,"$81,864",100%
"1,480",KJ: Music and Life,"$81,734",-,-,"$81,734",100%
"1,481",Shortcut to Happiness 2009 Re-release,"$81,552",-,-,"$81,552",100%
"1,482",À l'aventure,"$81,335",-,-,"$81,335",100%
"1,483",Metropia,"$81,305",-,-,"$81,305",100%
"1,484",Unknown 2009 Re-release,"$81,228",-,-,"$81,228",100%
"1,485","Choron, dernière","$81,136",-,-,"$81,136",100%
"1,486",Bunny and the Bull,"$81,010",-,-,"$81,010",100%
"1,487",Plastic City,"$80,864",-,-,"$80,864",100%
"1,488",The Mysteries of Pittsburgh,"$80,283","$80,283",100%,-,-
"1,489",Sam Chuk,"$79,817",-,-,"$79,817",100%
"1,490",Jin Hutan,"$79,752",-,-,"$79,752",100%
"1,491",Right at Your Door 2009 Re-release,"$79,336",-,-,"$79,336",100%
"1,492",Waiting for Angelina,"$79,284",-,-,"$79,284",100%
"1,493",Swing con son,"$79,165",-,-,"$79,165",100%
"1,494",L'ultimo ultras,"$78,841",-,-,"$78,841",100%
"1,495",Memory of Love,"$78,630",-,-,"$78,630",100%
"1,496",Bornova Bornova,"$78,497",-,-,"$78,497",100%
"1,497",Beyond the Summits,"$78,237",-,-,"$78,237",100%
"1,498",Black Water 2009 Re-release,"$78,107",-,-,"$78,107",100%
"1,499",WinneToons - Die Legende vom Schatz im Silbersee,"$77,995",-,-,"$77,995",100%
"1,500",Where the Grass Is Greener,"$77,927",-,-,"$77,927",100%
"1,501",The Sun 2009 Re-release,"$77,303","$77,303",100%,-,-
"1,502",The Metropolitan Opera HD Live: Puccini: Turandot,"$76,810",-,-,"$76,810",100%
"1,503",Lovely Loneliness,"$76,633",-,-,"$76,633",100%
"1,504",The Hush,"$76,204",-,-,"$76,204",100%
"1,505",Captain Abu Raed,"$75,845",-,-,"$75,845",100%
"1,506",Palavra (en)cantada,"$75,837",-,-,"$75,837",100%
"1,507",Siraj El Wadi,"$75,485",-,-,"$75,485",100%
"1,508",Posledniy Geroy: Dvadtsat Let Spustya,"$74,987",-,-,"$74,987",100%
"1,509",Star Crossed,"$74,489",-,-,"$74,489",100%
"1,510",Mutants,"$74,420",-,-,"$74,420",100%
"1,511",The Interrogation,"$74,297",-,-,"$74,297",100%
"1,512",Cabaret,"$74,276",-,-,"$74,276",100%
"1,513",Blood of the Losers,"$74,062",-,-,"$74,062",100%
"1,514",Love N' Dancing,"$73,848","$47,812",64.7%,"$26,036",35.3%
"1,515",Mary 2009 Re-release,"$73,311",-,-,"$73,311",100%
"1,516",10 to 11,"$73,231",-,-,"$73,231",100%
"1,517",Dot,"$72,919",-,-,"$72,919",100%
"1,518",Tose: The Hardest Thing,"$72,698",-,-,"$72,698",100%
"1,519",Puisque nous sommes nés,"$72,484",-,-,"$72,484",100%
"1,520",Yoshino's Barber Shop,"$72,184",-,-,"$72,184",100%
"1,521",The Warrior and the Wolf,"$71,960",-,-,"$71,960",100%
"1,522",Sjunde himlen,"$71,713",-,-,"$71,713",100%
"1,523",Universalove,"$71,554",-,-,"$71,554",100%
"1,524",The Frost,"$71,023",-,-,"$71,023",100%
"1,525",Sicko 2009 Re-release,"$70,264",-,-,"$70,264",100%
"1,526",Crips and Bloods: Made in America,"$70,219","$70,219",100%,-,-
"1,527",Piede di dio,"$70,046",-,-,"$70,046",100%
"1,528",Deliver Us from Evil,"$69,513",-,-,"$69,513",100%
"1,529",Boat,"$69,314",-,-,"$69,314",100%
"1,530",White on Rice,"$69,171","$69,171",100%,-,-
"1,531",The Dead Girl's Feast,"$68,542",-,-,"$68,542",100%
"1,532",Reincarnation 2009 Re-release,"$68,087",-,-,"$68,087",100%
"1,533",Çingirakli top,"$67,352",-,-,"$67,352",100%
"1,534",Mishima: A Life in Four Chapters 2009 Re-release,"$67,238",-,-,"$67,238",100%
"1,535",Teresa: Crucificada por amar,"$66,639",-,-,"$66,639",100%
"1,536",Cu4tro,"$66,585",-,-,"$66,585",100%
"1,537",Split Second Murders,"$66,509",-,-,"$66,509",100%
"1,538",Shikamara,"$66,351",-,-,"$66,351",100%
"1,539",Ja-eh goy laew ja,"$66,078",-,-,"$66,078",100%
"1,540",1977,"$66,013",-,-,"$66,013",100%
"1,541",Unknown Hour,"$65,851",-,-,"$65,851",100%
"1,542",Final Target,"$65,401",-,-,"$65,401",100%
"1,543",Write Me - Postcards to Copacabana,"$64,604",-,-,"$64,604",100%
"1,544",A Secret 2009 Re-release,"$64,360",-,-,"$64,360",100%
"1,545",Visions,"$63,937",-,-,"$63,937",100%
"1,546",Mini Punjab,"$63,902",-,-,"$63,902",100%
"1,547",El brassier de Emma,"$63,837",-,-,"$63,837",100%
"1,548",La vida loca,"$63,756",-,-,"$63,756",100%
"1,549",The Sanctuary,"$63,701",-,-,"$63,701",100%
"1,550",When Heaven Falls,"$63,629",-,-,"$63,629",100%
"1,551",Adam Resurrected,"$63,342",-,-,"$63,342",100%
"1,552",Skills Like This,"$63,163","$63,163",100%,-,-
"1,553",All Good Things,"$62,511",-,-,"$62,511",100%
"1,554",The Providence Effect,"$62,500","$62,500",100%,-,-
"1,555",Ho Ho Ho,"$62,442",-,-,"$62,442",100%
"1,556",Waiting for the sun,"$62,079",-,-,"$62,079",100%
"1,557",The Art of War II: Betrayal,"$61,773",-,-,"$61,773",100%
"1,558",Toys in the Attic,"$61,551",-,-,"$61,551",100%
"1,559",Titãs: A Vida Até Parece uma Festa,"$61,423",-,-,"$61,423",100%
"1,560",Forecast,"$61,331",-,-,"$61,331",100%
"1,561",Hello My Love,"$61,178",-,-,"$61,178",100%
"1,562",Brighton Rock,"$60,950","$49,466",81.2%,"$11,484",18.8%
"1,563",Sturmfrei,"$60,560",-,-,"$60,560",100%
"1,564",The Slammin' Salmon,"$60,421","$41,587",68.8%,"$18,834",31.2%
"1,565",Venus 2009 Re-release,"$59,819",-,-,"$59,819",100%
"1,566",Bud so mnoy,"$59,460",-,-,"$59,460",100%
"1,567",Sell Out!,"$59,358",-,-,"$59,358",100%
"1,568",Martian Child 2009 Re-release,"$59,298",-,-,"$59,298",100%
